gene_id	gene_name	number_of_cells_expressed
ENSG00000119917	IFIT3	1762182
ENSG00000067842	ATP2B3	1761764
ENSG00000188818	ZDHHC11	1761705
ENSG00000269237	ENSG00000269237.1	1761661
ENSG00000118600	RXYLT1	1761616
ENSG00000161243	FBXO27	1761512
ENSG00000101624	CEP76	1761492
ENSG00000189319	FAM53B	1761463
ENSG00000140009	ESR2	1761204
ENSG00000131779	PEX11B	1760969
ENSG00000198925	ATG9A	1760510
ENSG00000123297	TSFM	1759981
ENSG00000134697	GNL2	1759396
ENSG00000131759	RARA	1759102
ENSG00000131188	PRR7	1758997
ENSG00000080603	SRCAP	1758954
ENSG00000240857	RDH14	1758929
ENSG00000149761	NUDT22	1758530
ENSG00000065675	PRKCQ	1757661
ENSG00000181038	METTL23	1757121
ENSG00000169221	TBC1D10B	1755851
ENSG00000104863	LIN7B	1755482
ENSG00000174165	ZDHHC24	1755401
ENSG00000184515	BEX5	1754934
ENSG00000049323	LTBP1	1754892
ENSG00000179029	TMEM107	1753229
ENSG00000070159	PTPN3	1752699
ENSG00000132361	CLUH	1752501
ENSG00000011600	TYROBP	1751991
ENSG00000146909	NOM1	1751709
ENSG00000104043	ATP8B4	1751560
ENSG00000111737	RAB35	1751557
ENSG00000203950	RTL8A	1750702
ENSG00000163694	RBM47	1750576
ENSG00000141933	TPGS1	1750460
ENSG00000175787	ZNF169	1750297
ENSG00000267855	NDUFA7	1750167
ENSG00000172009	THOP1	1750051
ENSG00000101977	MCF2	1749955
ENSG00000089060	SLC8B1	1749876
ENSG00000187522	HSPA14	1749761
ENSG00000247596	TWF2	1749623
ENSG00000204220	PFDN6	1749605
ENSG00000144229	THSD7B	1749128
ENSG00000100413	POLR3H	1748591
ENSG00000132330	SCLY	1748310
ENSG00000135124	P2RX4	1748296
ENSG00000189058	APOD	1748292
ENSG00000177542	SLC25A22	1748200
ENSG00000115963	RND3	1748020
ENSG00000132561	MATN2	1748006
ENSG00000173545	ZNF622	1747938
ENSG00000164818	DNAAF5	1747873
ENSG00000165757	JCAD	1747699
ENSG00000163873	GRIK3	1746582
ENSG00000142686	C1orf216	1746574
ENSG00000205765	RIMOC1	1746157
ENSG00000175264	CHST1	1746139
ENSG00000173762	CD7	1745321
ENSG00000010626	LRRC23	1745154
ENSG00000143811	PYCR2	1745052
ENSG00000141582	CBX4	1744854
ENSG00000198863	RUNDC1	1744796
ENSG00000147874	HAUS6	1744229
ENSG00000243716	NPIPB5	1743654
ENSG00000112640	PPP2R5D	1743116
ENSG00000071575	TRIB2	1742891
ENSG00000152782	PANK1	1742170
ENSG00000214706	IFRD2	1742155
ENSG00000111845	PAK1IP1	1741735
ENSG00000126950	TMEM35A	1741465
ENSG00000171984	SHLD1	1741323
ENSG00000037241	RPL26L1	1740266
ENSG00000197753	LHFPL5	1739964
ENSG00000171928	TVP23B	1739945
ENSG00000149483	TMEM138	1739188
ENSG00000168026	TTC21A	1738999
ENSG00000111554	MDM1	1738980
ENSG00000113456	RAD1	1738948
ENSG00000173559	NABP1	1738401
ENSG00000144659	SLC25A38	1738253
ENSG00000107021	TBC1D13	1738185
ENSG00000100938	GMPR2	1738145
ENSG00000095370	SH2D3C	1738066
ENSG00000143314	MRPL24	1738007
ENSG00000160917	CPSF4	1736965
ENSG00000110047	EHD1	1736826
ENSG00000213928	IRF9	1735521
ENSG00000079215	SLC1A3	1735001
ENSG00000168067	MAP4K2	1734963
ENSG00000120756	PLS1	1734640
ENSG00000179588	ZFPM1	1733982
ENSG00000136826	KLF4	1733963
ENSG00000145604	SKP2	1733470
ENSG00000079313	REXO1	1733152
ENSG00000126391	FRMD8	1732333
ENSG00000137413	TAF8	1732236
ENSG00000116514	RNF19B	1731239
ENSG00000053328	METTL24	1731107
ENSG00000116017	ARID3A	1730634
ENSG00000157693	TMEM268	1730433
ENSG00000112763	BTN2A1	1730246
ENSG00000015285	WAS	1730222
ENSG00000149577	SIDT2	1730111
ENSG00000162976	SLC66A3	1728880
ENSG00000183527	PSMG1	1728626
ENSG00000123360	PDE1B	1728483
ENSG00000182013	PNMA8A	1728285
ENSG00000011083	SLC6A7	1727930
ENSG00000160408	ST6GALNAC6	1726592
ENSG00000169047	IRS1	1726387
ENSG00000160191	PDE9A	1726323
ENSG00000072864	NDE1	1725917
ENSG00000136940	PDCL	1725902
ENSG00000172728	FUT10	1725470
ENSG00000162614	NEXN	1724788
ENSG00000204954	UQCC6	1724772
ENSG00000164068	RNF123	1724632
ENSG00000103037	SETD6	1724467
ENSG00000126583	PRKCG	1724283
ENSG00000130023	ERMARD	1723820
ENSG00000033050	ABCF2	1723819
ENSG00000119723	COQ6	1723732
ENSG00000108423	TUBD1	1723687
ENSG00000065485	PDIA5	1723393
ENSG00000158683	PKD1L1	1723298
ENSG00000007516	BAIAP3	1722871
ENSG00000149131	SERPING1	1722609
ENSG00000174928	C3orf33	1722354
ENSG00000100124	ANKRD54	1722250
ENSG00000184887	BTBD6	1722168
ENSG00000131653	TRAF7	1722075
ENSG00000181396	OGFOD3	1721774
ENSG00000164620	RELL2	1721551
ENSG00000188732	FAM221A	1721535
ENSG00000079335	CDC14A	1720941
ENSG00000008311	AASS	1720774
ENSG00000237190	CDKN2AIPNL	1720603
ENSG00000166822	TMEM170A	1719836
ENSG00000076067	RBMS2	1719265
ENSG00000076944	STXBP2	1719087
ENSG00000136783	NIPSNAP3A	1718964
ENSG00000196247	ZNF107	1718673
ENSG00000164627	KIF6	1718587
ENSG00000165895	ARHGAP42	1718406
ENSG00000112309	B3GAT2	1718289
ENSG00000173599	PC	1717370
ENSG00000135077	HAVCR2	1717164
ENSG00000160712	IL6R	1716999
ENSG00000103042	SLC38A7	1716855
ENSG00000203618	GP1BB	1716847
ENSG00000135324	MRAP2	1716707
ENSG00000177426	TGIF1	1716269
ENSG00000179933	C14orf119	1716064
ENSG00000161981	SNRNP25	1715946
ENSG00000079308	TNS1	1715390
ENSG00000145451	GLRA3	1714985
ENSG00000242220	TCP10L	1714857
ENSG00000089101	CFAP61	1714176
ENSG00000168394	TAP1	1713668
ENSG00000163430	FSTL1	1713468
ENSG00000226742	HSBP1L1	1713176
ENSG00000151849	CENPJ	1713149
ENSG00000171502	COL24A1	1713047
ENSG00000112473	SLC39A7	1712979
ENSG00000174453	VWC2L	1712773
ENSG00000101974	ATP11C	1712757
ENSG00000168899	VAMP5	1712495
ENSG00000213760	ATP6V1G2	1711819
ENSG00000164877	MICALL2	1711787
ENSG00000133107	TRPC4	1711666
ENSG00000166169	POLL	1711584
ENSG00000102302	FGD1	1711261
ENSG00000009830	POMT2	1711054
ENSG00000204070	SYS1	1710580
ENSG00000120913	PDLIM2	1710479
ENSG00000106305	AIMP2	1710446
ENSG00000078549	ADCYAP1R1	1710402
ENSG00000148848	ADAM12	1710281
ENSG00000130479	MAP1S	1710026
ENSG00000197461	PDGFA	1709862
ENSG00000162736	NCSTN	1709735
ENSG00000011009	LYPLA2	1709654
ENSG00000107960	STN1	1709403
ENSG00000129473	BCL2L2	1708936
ENSG00000133028	SCO1	1708849
ENSG00000166250	CLMP	1708219
ENSG00000139718	SETD1B	1708147
ENSG00000129521	EGLN3	1707647
ENSG00000257218	GATC	1707621
ENSG00000065268	WDR18	1707523
ENSG00000198185	ZNF334	1707436
ENSG00000165030	NFIL3	1706725
ENSG00000123737	EXOSC9	1706674
ENSG00000196150	ZNF250	1706580
ENSG00000171606	ZNF274	1706218
ENSG00000120693	SMAD9	1706202
ENSG00000147174	GCNA	1706131
ENSG00000100241	SBF1	1705998
ENSG00000114923	SLC4A3	1705825
ENSG00000085760	MTIF2	1705598
ENSG00000105472	CLEC11A	1705496
ENSG00000107185	RGP1	1704844
ENSG00000187105	HEATR4	1704717
ENSG00000162298	SYVN1	1704489
ENSG00000169991	IFFO2	1704355
ENSG00000185900	POMK	1703997
ENSG00000237651	C2orf74	1703822
ENSG00000117751	PPP1R8	1703385
ENSG00000124191	TOX2	1702975
ENSG00000129250	KIF1C	1702946
ENSG00000118785	SPP1	1702744
ENSG00000125257	ABCC4	1702714
ENSG00000163482	STK36	1702562
ENSG00000103490	PYCARD	1702224
ENSG00000154721	JAM2	1701578
ENSG00000101958	GLRA2	1701076
ENSG00000064012	CASP8	1700996
ENSG00000185022	MAFF	1700900
ENSG00000188739	RBM34	1700587
ENSG00000006194	ZNF263	1699629
ENSG00000105325	FZR1	1698960
ENSG00000140829	DHX38	1697723
ENSG00000188483	IER5L	1697305
ENSG00000149527	PLCH2	1696854
ENSG00000124098	FAM210B	1696809
ENSG00000158062	UBXN11	1696760
ENSG00000135900	MRPL44	1696568
ENSG00000188674	C2orf80	1696426
ENSG00000167987	VPS37C	1696335
ENSG00000155252	PI4K2A	1696117
ENSG00000151702	FLI1	1695723
ENSG00000096070	BRPF3	1695577
ENSG00000173452	TMEM196	1695134
ENSG00000125485	DDX31	1694899
ENSG00000070047	PHRF1	1694562
ENSG00000163219	ARHGAP25	1694377
ENSG00000182108	DEXI	1693835
ENSG00000065183	WDR3	1693672
ENSG00000155749	FLACC1	1693514
ENSG00000166987	MBD6	1693456
ENSG00000099290	WASHC2A	1693110
ENSG00000100395	L3MBTL2	1692925
ENSG00000179344	HLA-DQB1	1692653
ENSG00000126733	DACH2	1692327
ENSG00000064692	SNCAIP	1691980
ENSG00000173264	GPR137	1691675
ENSG00000104267	CA2	1691495
ENSG00000100299	ARSA	1691051
ENSG00000163159	VPS72	1690116
ENSG00000241399	CD302	1689457
ENSG00000111783	RFX4	1689168
ENSG00000135473	PAN2	1689153
ENSG00000147488	ST18	1688915
ENSG00000205090	TMEM240	1688472
ENSG00000167965	MLST8	1688140
ENSG00000182195	LDOC1	1688105
ENSG00000132275	RRP8	1687887
ENSG00000126749	EMG1	1687842
ENSG00000163485	ADORA1	1687719
ENSG00000136108	CKAP2	1687464
ENSG00000133265	HSPBP1	1687415
ENSG00000169871	TRIM56	1687040
ENSG00000146576	INTS15	1686624
ENSG00000198785	GRIN3A	1686570
ENSG00000141391	PRELID3A	1686132
ENSG00000153157	SYCP2L	1685952
ENSG00000161677	JOSD2	1685212
ENSG00000197444	OGDHL	1684596
ENSG00000205423	CNEP1R1	1684555
ENSG00000157368	IL34	1684495
ENSG00000160818	GPATCH4	1684345
ENSG00000141295	SCRN2	1684323
ENSG00000240184	PCDHGC3	1683379
ENSG00000158234	FAIM	1682751
ENSG00000133422	MORC2	1681942
ENSG00000186104	CYP2R1	1681315
ENSG00000125734	GPR108	1681046
ENSG00000142684	ZNF593	1681030
ENSG00000085117	CD82	1680389
ENSG00000115649	CNPPD1	1680329
ENSG00000114812	VIPR1	1680032
ENSG00000178971	CTC1	1678334
ENSG00000183891	TTC32	1678135
ENSG00000148814	LRRC27	1677999
ENSG00000205155	PSENEN	1677368
ENSG00000148300	REXO4	1676465
ENSG00000101384	JAG1	1675790
ENSG00000130202	NECTIN2	1675790
ENSG00000165684	SNAPC4	1675389
ENSG00000163406	SLC15A2	1674732
ENSG00000181072	CHRM2	1674585
ENSG00000250317	SMIM20	1674351
ENSG00000196843	ARID5A	1673937
ENSG00000101265	RASSF2	1673385
ENSG00000100075	SLC25A1	1672686
ENSG00000118960	HS1BP3	1669884
ENSG00000013016	EHD3	1669347
ENSG00000156206	CFAP161	1669260
ENSG00000213722	DDAH2	1669185
ENSG00000116237	ICMT	1668955
ENSG00000117305	HMGCL	1668661
ENSG00000136750	GAD2	1668548
ENSG00000165186	PTCHD1	1668183
ENSG00000170271	FAXDC2	1668162
ENSG00000169016	E2F6	1666818
ENSG00000159111	MRPL10	1666660
ENSG00000147224	PRPS1	1666405
ENSG00000073150	PANX2	1664695
ENSG00000139187	KLRG1	1664153
ENSG00000204308	RNF5	1663112
ENSG00000105708	ZNF14	1662937
ENSG00000197177	ADGRA1	1662639
ENSG00000072682	P4HA2	1661535
ENSG00000164106	SCRG1	1661321
ENSG00000164823	OSGIN2	1661307
ENSG00000132196	HSD17B7	1661302
ENSG00000004777	ARHGAP33	1660945
ENSG00000155307	SAMSN1	1660283
ENSG00000102383	ZDHHC15	1660077
ENSG00000140470	ADAMTS17	1659828
ENSG00000175463	TBC1D10C	1659275
ENSG00000130695	CEP85	1659198
ENSG00000110324	IL10RA	1658998
ENSG00000188603	CLN3	1658636
ENSG00000169019	COMMD8	1658589
ENSG00000140464	PML	1658325
ENSG00000099810	MTAP	1658089
ENSG00000101911	PRPS2	1657734
ENSG00000058804	NDC1	1657133
ENSG00000159674	SPON2	1656696
ENSG00000171943	SRGAP2C	1655895
ENSG00000162616	DNAJB4	1655646
ENSG00000058729	RIOK2	1655282
ENSG00000138658	ZGRF1	1654850
ENSG00000156469	MTERF3	1654838
ENSG00000176624	MEX3C	1654787
ENSG00000089820	ARHGAP4	1654748
ENSG00000106636	YKT6	1654730
ENSG00000115211	EIF2B4	1653559
ENSG00000006283	CACNA1G	1653506
ENSG00000138193	PLCE1	1653337
ENSG00000112378	PERP	1653265
ENSG00000102805	CLN5	1652655
ENSG00000258315	C17orf49	1652609
ENSG00000180116	C12orf40	1652427
ENSG00000140006	WDR89	1652166
ENSG00000103245	CIAO3	1652002
ENSG00000198252	STYX	1651959
ENSG00000242259	C22orf39	1651629
ENSG00000059769	DNAJC25	1651284
ENSG00000075131	TIPIN	1650748
ENSG00000133805	AMPD3	1650659
ENSG00000275342	PRAG1	1650423
ENSG00000133878	DUSP26	1650297
ENSG00000163626	COX18	1649130
ENSG00000146216	TTBK1	1649091
ENSG00000108961	RANGRF	1649087
ENSG00000117385	P3H1	1648890
ENSG00000164610	RP9	1648736
ENSG00000136205	TNS3	1647506
ENSG00000112561	TFEB	1647177
ENSG00000136960	ENPP2	1647091
ENSG00000180917	CMTR2	1647020
ENSG00000153443	UBALD1	1646470
ENSG00000180329	CCDC43	1645921
ENSG00000101353	MROH8	1645425
ENSG00000172432	GTPBP2	1644449
ENSG00000178605	GTPBP6_ENSG00000178605	1644285
ENSG00000177192	PUS1	1644190
ENSG00000156504	PABIR2	1644092
ENSG00000148671	ADIRF	1643248
ENSG00000152380	FAM151B	1643166
ENSG00000116396	KCNC4	1643129
ENSG00000153902	LGI4	1642753
ENSG00000123836	PFKFB2	1642574
ENSG00000084693	AGBL5	1641841
ENSG00000188596	CFAP54	1641607
ENSG00000087152	ATXN7L3	1641575
ENSG00000197056	ZMYM1	1640631
ENSG00000160688	FLAD1	1640546
ENSG00000283154	IQCJ-SCHIP1	1639839
ENSG00000111196	MAGOHB	1638525
ENSG00000107404	DVL1	1638468
ENSG00000010318	PHF7	1637705
ENSG00000189108	IL1RAPL2	1637695
ENSG00000165626	BEND7	1637543
ENSG00000161692	DBF4B	1637530
ENSG00000136297	MMD2	1636770
ENSG00000106290	TAF6	1636606
ENSG00000196639	HRH1	1635801
ENSG00000143622	RIT1	1635770
ENSG00000186862	PDZD7	1635476
ENSG00000143553	SNAPIN	1635326
ENSG00000214753	HNRNPUL2	1634400
ENSG00000109534	GAR1	1634247
ENSG00000131398	KCNC3	1633353
ENSG00000122584	NXPH1	1633298
ENSG00000163002	NUP35	1632944
ENSG00000164946	FREM1	1632612
ENSG00000073050	XRCC1	1632045
ENSG00000174871	CNIH2	1631664
ENSG00000186470	BTN3A2	1631432
ENSG00000175899	A2M	1631249
ENSG00000103005	USB1	1631125
ENSG00000153140	CETN3	1630408
ENSG00000104679	R3HCC1	1630184
ENSG00000076555	ACACB	1629932
ENSG00000181690	PLAG1	1629582
ENSG00000132376	INPP5K	1629463
ENSG00000182700	IGIP	1629110
ENSG00000204267	TAP2	1629049
ENSG00000110046	ATG2A	1629003
ENSG00000213015	ZNF580	1628857
ENSG00000149930	TAOK2	1628368
ENSG00000183077	AFMID	1628057
ENSG00000242028	HYPK	1627308
ENSG00000133460	SLC2A11	1626687
ENSG00000271601	LIX1L	1626210
ENSG00000167306	MYO5B	1625807
ENSG00000088298	EDEM2	1625776
ENSG00000168421	RHOH	1625679
ENSG00000169371	SNUPN	1625583
ENSG00000133985	TTC9	1624669
ENSG00000282278	ENSG00000282278.1	1624584
ENSG00000183092	BEGAIN	1624277
ENSG00000110906	KCTD10	1623678
ENSG00000174405	LIG4	1623341
ENSG00000162496	DHRS3	1623261
ENSG00000083807	SLC27A5	1623113
ENSG00000186174	BCL9L	1622581
ENSG00000168661	ZNF30	1622563
ENSG00000180479	ZNF571	1622336
ENSG00000184436	THAP7	1622047
ENSG00000243667	DNAAF10	1622043
ENSG00000223501	VPS52	1621813
ENSG00000176490	DIRAS1	1621603
ENSG00000134262	AP4B1	1621377
ENSG00000158042	MRPL17	1621342
ENSG00000117280	RAB29	1620988
ENSG00000112343	TRIM38	1620385
ENSG00000119711	ALDH6A1	1620168
ENSG00000154059	IMPACT	1620086
ENSG00000171772	SYCE1	1619650
ENSG00000221838	AP4M1	1619465
ENSG00000125967	NECAB3	1619140
ENSG00000165898	ISCA2	1618571
ENSG00000233757	ZNF892	1618227
ENSG00000100429	HDAC10	1618126
ENSG00000104856	RELB	1617735
ENSG00000172534	HCFC1	1617707
ENSG00000178031	ADAMTSL1	1617452
ENSG00000116151	MORN1	1617265
ENSG00000151876	FBXO4	1616764
ENSG00000172671	ZFAND4	1616448
ENSG00000160972	PPP1R16A	1616412
ENSG00000133574	GIMAP4	1616139
ENSG00000157890	MEGF11	1615911
ENSG00000105229	PIAS4	1615809
ENSG00000174945	AMZ1	1615711
ENSG00000164270	HTR4	1615441
ENSG00000174749	FAM241A	1615298
ENSG00000169490	TM2D2	1615223
ENSG00000147852	VLDLR	1615161
ENSG00000178307	TMEM11	1614928
ENSG00000269190	FBXO17	1614679
ENSG00000152910	CNTNAP4	1614360
ENSG00000121858	TNFSF10	1614301
ENSG00000156453	PCDH1	1614052
ENSG00000256087	ZNF432	1613883
ENSG00000183960	KCNH8	1613512
ENSG00000164117	FBXO8	1613473
ENSG00000126368	NR1D1	1613454
ENSG00000070444	MNT	1612933
ENSG00000196218	RYR1	1612776
ENSG00000019485	PRDM11	1612680
ENSG00000135144	DTX1	1612608
ENSG00000171307	ZDHHC16	1610888
ENSG00000262814	MRPL12	1610819
ENSG00000182253	SYNM	1610281
ENSG00000143374	TARS2	1610114
ENSG00000167721	TSR1	1610005
ENSG00000118307	DNAI7	1609971
ENSG00000051596	THOC3	1609180
ENSG00000144231	POLR2D	1609022
ENSG00000105726	ATP13A1	1608901
ENSG00000163607	GTPBP8	1608639
ENSG00000188725	SMIM15	1608521
ENSG00000273899	NOL12	1608298
ENSG00000167291	TBC1D16	1606935
ENSG00000172889	EGFL7	1606530
ENSG00000162300	ZFPL1	1606473
ENSG00000172336	POP7	1605836
ENSG00000256591	ENSG00000256591.5	1605831
ENSG00000204767	INSYN2B	1605676
ENSG00000169064	ZBBX	1605652
ENSG00000005448	WDR54	1605645
ENSG00000100346	CACNA1I	1604403
ENSG00000186132	C2orf76	1604122
ENSG00000003096	KLHL13	1603614
ENSG00000171450	CDK5R2	1602940
ENSG00000042493	CAPG	1602535
ENSG00000114315	HES1	1601426
ENSG00000160410	SHKBP1	1601328
ENSG00000170293	CMTM8	1599722
ENSG00000130734	ATG4D	1599429
ENSG00000147124	ZNF41	1599327
ENSG00000111412	SPRING1	1599246
ENSG00000158850	B4GALT3	1599227
ENSG00000099715	PCDH11Y	1599103
ENSG00000198624	CCDC69	1598908
ENSG00000130821	SLC6A8	1598738
ENSG00000110171	TRIM3	1598650
ENSG00000136824	SMC2	1598007
ENSG00000178935	ZNF552	1597342
ENSG00000170419	VSTM2A	1597036
ENSG00000273841	TAF9	1596989
ENSG00000090382	LYZ	1596165
ENSG00000277972	CISD3	1595573
ENSG00000188486	H2AX	1595374
ENSG00000124203	ZNF831	1595327
ENSG00000165181	SHOC1	1595306
ENSG00000164930	FZD6	1595151
ENSG00000142765	SYTL1	1595099
ENSG00000106066	CPVL	1594331
ENSG00000168481	LGI3	1594120
ENSG00000196338	NLGN3	1592968
ENSG00000197375	SLC22A5	1592758
ENSG00000123329	ARHGAP9	1592615
ENSG00000164691	TAGAP	1592414
ENSG00000111261	MANSC1	1592404
ENSG00000060069	CTDP1	1592260
ENSG00000122140	MRPS2	1591667
ENSG00000183155	RABIF	1591517
ENSG00000183309	ZNF623	1591175
ENSG00000185250	PPIL6	1590933
ENSG00000164308	ERAP2	1590595
ENSG00000117318	ID3	1590476
ENSG00000147027	TMEM47	1590411
ENSG00000028137	TNFRSF1B	1590144
ENSG00000095397	WHRN	1590062
ENSG00000181315	ZNF322	1590047
ENSG00000006837	CDKL3	1589506
ENSG00000136875	PRPF4	1589094
ENSG00000007402	CACNA2D2	1588797
ENSG00000129255	MPDU1	1588301
ENSG00000055147	FAM114A2	1586748
ENSG00000140854	KATNB1	1586644
ENSG00000156140	ADAMTS3	1586195
ENSG00000168546	GFRA2	1585644
ENSG00000197780	TAF13	1584416
ENSG00000073605	GSDMB	1583224
ENSG00000256525	POLG2	1583035
ENSG00000107175	CREB3	1582774
ENSG00000106144	CASP2	1582618
ENSG00000132164	SLC6A11	1582175
ENSG00000104522	GFUS	1581134
ENSG00000067365	METTL22	1581089
ENSG00000163888	CAMK2N2	1580790
ENSG00000141753	IGFBP4	1580465
ENSG00000092330	TINF2	1579446
ENSG00000063761	ADCK1	1578831
ENSG00000101695	RNF125	1578320
ENSG00000162775	RBM15	1577929
ENSG00000161835	TAMALIN	1577548
ENSG00000197044	ZNF441	1577203
ENSG00000111328	CDK2AP1	1577134
ENSG00000179397	CATSPERE	1577038
ENSG00000148411	NACC2	1576579
ENSG00000240849	PEDS1	1576526
ENSG00000135801	TAF5L	1575707
ENSG00000213672	NCKIPSD	1575648
ENSG00000004975	DVL2	1575517
ENSG00000205336	ADGRG1	1575340
ENSG00000169635	HIC2	1574882
ENSG00000101665	SMAD7	1574434
ENSG00000167842	MIS12	1574142
ENSG00000109881	CCDC34	1574050
ENSG00000187715	KBTBD12	1574015
ENSG00000106789	CORO2A	1573914
ENSG00000177674	AGTRAP	1573575
ENSG00000166002	SMCO4	1573197
ENSG00000162522	KIAA1522	1573154
ENSG00000106477	CEP41	1572952
ENSG00000131475	VPS25	1572942
ENSG00000058799	YIPF1	1572524
ENSG00000142409	ZNF787	1572236
ENSG00000185947	ZNF267	1572100
ENSG00000188322	SBK1	1571430
ENSG00000165716	DIPK1B	1571281
ENSG00000063241	ISOC2	1569997
ENSG00000160214	RRP1	1569853
ENSG00000172888	ZNF621	1569457
ENSG00000132661	NXT1	1569346
ENSG00000141179	PCTP	1569321
ENSG00000172005	MAL	1568846
ENSG00000156381	ANKRD9	1568761
ENSG00000122733	PHF24	1568750
ENSG00000158716	DUSP23	1568478
ENSG00000184949	FAM227A	1567830
ENSG00000071894	CPSF1	1567391
ENSG00000187772	LIN28B	1566502
ENSG00000087269	NOP14	1565417
ENSG00000154914	USP43	1565075
ENSG00000103326	CAPN15	1564963
ENSG00000130349	MTRES1	1563929
ENSG00000160293	VAV2	1563637
ENSG00000112769	LAMA4	1563354
ENSG00000107731	UNC5B	1562508
ENSG00000105971	CAV2	1561958
ENSG00000178695	KCTD12	1561650
ENSG00000123815	COQ8B	1561589
ENSG00000170892	TSEN34	1560858
ENSG00000185340	GAS2L1	1560795
ENSG00000131115	ZNF227	1560716
ENSG00000082684	SEMA5B	1560484
ENSG00000171680	PLEKHG5	1560268
ENSG00000069188	SDK2	1560188
ENSG00000198908	GPRASP3	1560154
ENSG00000185615	PDIA2	1559980
ENSG00000198315	ZKSCAN8	1559412
ENSG00000256053	COA8	1559309
ENSG00000134569	LRP4	1559113
ENSG00000136270	TBRG4	1558770
ENSG00000090539	CHRD	1558764
ENSG00000160539	PLPP7	1558213
ENSG00000113361	CDH6	1558124
ENSG00000113810	SMC4	1558046
ENSG00000068120	COASY	1557948
ENSG00000077713	SLC25A43	1557828
ENSG00000167523	SPATA33	1557315
ENSG00000116824	CD2	1556971
ENSG00000197122	SRC	1556850
ENSG00000180573	H2AC6	1556575
ENSG00000198001	IRAK4	1556381
ENSG00000085644	ZNF213	1556290
ENSG00000138614	INTS14	1556169
ENSG00000066379	POLR1H	1556078
ENSG00000141076	UTP4	1554251
ENSG00000112773	TENT5A	1554109
ENSG00000157379	DHRS1	1553675
ENSG00000158813	EDA	1553379
ENSG00000108370	RGS9	1553012
ENSG00000183520	UTP11	1552633
ENSG00000269556	TMEM185A	1552529
ENSG00000180185	FAHD1	1552402
ENSG00000176597	B3GNT5	1552375
ENSG00000054392	HHAT	1551544
ENSG00000111799	COL12A1	1550686
ENSG00000074966	TXK	1550141
ENSG00000141560	FN3KRP	1549720
ENSG00000154370	TRIM11	1549184
ENSG00000126746	ZNF384	1549141
ENSG00000111341	MGP	1548993
ENSG00000268163	ENSG00000268163.1	1548770
ENSG00000049769	PPP1R3F	1548286
ENSG00000086544	ITPKC	1548075
ENSG00000160741	CRTC2	1547858
ENSG00000198121	LPAR1	1547720
ENSG00000154803	FLCN	1547668
ENSG00000101346	POFUT1	1546847
ENSG00000176401	EID2B	1546027
ENSG00000235453	SMIM27	1545669
ENSG00000285708	ENSG00000285708.1	1545479
ENSG00000122254	HS3ST2	1544983
ENSG00000104825	NFKBIB	1544888
ENSG00000196678	ERI2	1544814
ENSG00000002587	HS3ST1	1544755
ENSG00000100479	POLE2	1544681
ENSG00000171766	GATM	1543879
ENSG00000135678	CPM	1543866
ENSG00000173706	HEG1	1543660
ENSG00000115956	PLEK	1543618
ENSG00000124145	SDC4	1543589
ENSG00000088038	CNOT3	1543448
ENSG00000155530	LRGUK	1543407
ENSG00000156521	TYSND1	1542969
ENSG00000099949	LZTR1	1539913
ENSG00000196873	ZNG1C	1539880
ENSG00000126767	ELK1	1538970
ENSG00000203780	FANK1	1538542
ENSG00000067191	CACNB1	1538379
ENSG00000146828	SLC12A9	1538208
ENSG00000165506	DNAAF2	1537838
ENSG00000138669	PRKG2	1537802
ENSG00000187187	ZNF546	1537776
ENSG00000079999	KEAP1	1537257
ENSG00000146757	ZNF92	1537004
ENSG00000160695	VPS11	1536325
ENSG00000169446	MMGT1	1535839
ENSG00000164023	SGMS2	1535668
ENSG00000152926	ZNF117	1535235
ENSG00000189376	C8orf76	1535044
ENSG00000239697	TNFSF12	1535011
ENSG00000132541	RIDA	1534445
ENSG00000117036	ETV3	1534188
ENSG00000099992	TBC1D10A	1533717
ENSG00000239779	WBP1	1533468
ENSG00000146476	ARMT1	1533315
ENSG00000114790	ARHGEF26	1533152
ENSG00000170473	PYM1	1532854
ENSG00000184489	PTP4A3	1532475
ENSG00000128482	RNF112	1532465
ENSG00000152904	GGPS1	1532381
ENSG00000107816	LZTS2	1532237
ENSG00000114656	CFAP92	1532139
ENSG00000147813	NAPRT	1531610
ENSG00000101444	AHCY	1531377
ENSG00000188234	AGAP4	1531222
ENSG00000165915	SLC39A13	1531170
ENSG00000159753	CARMIL2	1529517
ENSG00000161265	U2AF1L4	1529488
ENSG00000140564	FURIN	1529401
ENSG00000204580	DDR1	1529388
ENSG00000146109	ABT1	1528802
ENSG00000128567	PODXL	1528137
ENSG00000162836	ACP6	1528092
ENSG00000094841	UPRT	1528058
ENSG00000104518	GSDMD	1527353
ENSG00000110042	DTX4	1527203
ENSG00000263874	LASP1NB	1527005
ENSG00000204304	PBX2	1526859
ENSG00000160113	NR2F6	1526429
ENSG00000149781	FERMT3	1526286
ENSG00000137831	UACA	1525894
ENSG00000119523	ALG2	1525240
ENSG00000205838	TTC23L	1524880
ENSG00000142794	NBPF3	1524594
ENSG00000110013	SIAE	1524498
ENSG00000010072	SPRTN	1524275
ENSG00000042813	ZPBP	1524173
ENSG00000116830	TTF2	1523894
ENSG00000189350	TOGARAM2	1523778
ENSG00000132467	UTP3	1523130
ENSG00000184702	SEPTIN5	1522727
ENSG00000079462	PAFAH1B3	1522380
